Year,Country/State,Administrative district,Sex,Population ('000)
2016,Malaysia,,Female,15358.3
2016,Malaysia,,Male,16553.9
2016,Johor,Batu pahat,Female,224.2
2016,Johor,Batu pahat,Male,238.2
2016,Johor,Johor Bahru,Female,716.2
2016,Johor,Johor Bahru,Male,820.7
2016,Johor,Kluang,Female,146.7
2016,Johor,Kluang,Male,186.4
2016,Johor,Kota tinggi,Female,103.1
2016,Johor,Kota tinggi,Male,114.2
2016,Johor,Kulai,Female,129
2016,Johor,Kulai,Male,150.5
2016,Johor,Mersing,Female,37.3
2016,Johor,Mersing,Male,42.6
2016,Johor,Muar,Female,129.9
2016,Johor,Muar,Male,144
2016,Johor,Pontian,Female,82.2
2016,Johor,Pontian,Male,90.8
2016,Johor,Segamat,Female,103.2
2016,Johor,Segamat,Male,106.8
2016,Johor,Tangkak,Female,73
2016,Johor,Tangkak,Male,78.4
2016,Kedah,Baling,Female,74.2
2016,Kedah,Baling,Male,75.4
2016,Kedah,Bandar Baharu,Female,23
2016,Kedah,Bandar Baharu,Male,23.5
2016,Kedah,Kota Setar,Female,200.5
2016,Kedah,Kota Setar,Male,200.7
2016,Kedah,Kuala Muda,Female,245.7
2016,Kedah,Kuala Muda,Male,255.2
2016,Kedah,Kubang Pasu,Female,124.5
2016,Kedah,Kubang Pasu,Male,118.8
2016,Kedah,Kulim,Female,150.4
2016,Kedah,Kulim,Male,166.6
2016,Kedah,Langkawi,Female,50.1
2016,Kedah,Langkawi,Male,56.4
2016,Kedah,Padang Terap,Female,34.2
2016,Kedah,Padang Terap,Male,35.5
2016,Kedah,Pendang,Female,52.3
2016,Kedah,Pendang,Male,52.6
2016,Kedah,Pokok Sena,Female,25.9
2016,Kedah,Pokok Sena,Male,29
2016,Kedah,Sik,Female,36.1
2016,Kedah,Sik,Male,38.6
2016,Kedah,Yan,Female,37.8
2016,Kedah,Yan,Male,37.5
2016,Kelantan,Bachok,Female,77.9
2016,Kelantan,Bachok,Male,78.1
2016,Kelantan,Gua Musang,Female,49.5
2016,Kelantan,Gua Musang,Male,59.7
2016,Kelantan,Jeli,Female,23.3
2016,Kelantan,Jeli,Male,25.4
2016,Kelantan,Kota Bharu,Female,287.4
2016,Kelantan,Kota Bharu,Male,286.3
2016,Kelantan,Kuala Krai,Female,62.9
2016,Kelantan,Kuala Krai,Male,67.1
2016,Kelantan,Machang,Female,55
2016,Kelantan,Machang,Male,54.1
2016,Kelantan,Pasir Mas,Female,110.6
2016,Kelantan,Pasir Mas,Male,112.1
2016,Kelantan,Pasir Puteh,Female,68.6
2016,Kelantan,Pasir Puteh,Male,68.9
2016,Kelantan,Tanah Merah,Female,70.3
2016,Kelantan,Tanah Merah,Male,73.1
2016,Kelantan,Tumpat,Female,89.6
2016,Kelantan,Tumpat,Male,90.4
2016,Melaka,Alor Gajah,Female,100.3
2016,Melaka,Alor Gajah,Male,102.5
2016,Melaka,Jasin,Female,73.4
2016,Melaka,Jasin,Male,76.4
2016,Melaka,Melaka Tengah,Female,273.8
2016,Melaka,Melaka Tengah,Male,281.8
2016,Negeri Sembilan,Jelebu,Female,20.4
2016,Negeri Sembilan,Jelebu,Male,23.3
2016,Negeri Sembilan,Jempol,Female,61
2016,Negeri Sembilan,Jempol,Male,67
2016,Negeri Sembilan,Kuala Pilah,Female,36.4
2016,Negeri Sembilan,Kuala Pilah,Male,35.8
2016,Negeri Sembilan,Port Dickson,Female,59.6
2016,Negeri Sembilan,Port Dickson,Male,67
2016,Negeri Sembilan,Rembau,Female,23.1
2016,Negeri Sembilan,Rembau,Male,24.3
2016,Negeri Sembilan,Seremban,Female,291.3
2016,Negeri Sembilan,Seremban,Male,314.6
2016,Negeri Sembilan,Tampin,Female,43.7
2016,Negeri Sembilan,Tampin,Male,49
2016,Pahang,Bentong,Female,59.6
2016,Pahang,Bentong,Male,70.9
2016,Pahang,Bera,Female,48
2016,Pahang,Bera,Male,59.9
2016,Pahang,Cameron Highlands,Female,18.6
2016,Pahang,Cameron Highlands,Male,23.7
2016,Pahang,Jerantut,Female,46.1
2016,Pahang,Jerantut,Male,54.7
2016,Pahang,Kuantan,Female,241.4
2016,Pahang,Kuantan,Male,266.2
2016,Pahang,Lipis,Female,46.2
2016,Pahang,Lipis,Male,53.2
2016,Pahang,Maran,Female,61
2016,Pahang,Maran,Male,67.3
2016,Pahang,Pekan,Female,58.2
2016,Pahang,Pekan,Male,65.1
2016,Pahang,Raub,Female,49.4
2016,Pahang,Raub,Male,54.5
2016,Pahang,Rompin,Female,56.6
2016,Pahang,Rompin,Male,72.2
2016,Pahang,Temerloh,Female,86.4
2016,Pahang,Temerloh,Male,95.8
2016,Perak,Bagan Datuk,Female,34.1
2016,Perak,Bagan Datuk,Male,39.3
2016,Perak,Batang Padang,Female,60.3
2016,Perak,Batang Padang,Male,65.9
2016,Perak,Hilir Perak,Female,74.5
2016,Perak,Hilir Perak,Male,77.4
2016,Perak,Hulu Perak,Female,48.1
2016,Perak,Hulu Perak,Male,52.4
2016,Perak,Kampar,Female,53.1
2016,Perak,Kampar,Male,53.1
2016,Perak,Kerian,Female,95.7
2016,Perak,Kerian,Male,96.9
2016,Perak,Kinta,Female,408.4
2016,Perak,Kinta,Male,409
2016,Perak,Kuala Kangsar,Female,85.5
2016,Perak,Kuala Kangsar,Male,86.1
2016,Perak,Larut & Matang,Female,175
2016,Perak,Larut & Matang,Male,181.2
2016,Perak,Manjung,Female,118.2
2016,Perak,Manjung,Male,131.9
2016,Perak,Muallim,Female,33.1
2016,Perak,Muallim,Male,37.2
2016,Perak,Perak Tengah,Female,54.6
2016,Perak,Perak Tengah,Male,55.2
2016,Perlis,,Female,127.9
2016,Perlis,,Male,125.7
2016,Pulau Pinang,Barat Daya,Female,110.4
2016,Pulau Pinang,Barat Daya,Male,114.5
2016,Pulau Pinang,Seberang Perai Selatan,Female,91.9
2016,Pulau Pinang,Seberang Perai Selatan,Male,97.2
2016,Pulau Pinang,Seberang Perai Tengah,Female,200.5
2016,Pulau Pinang,Seberang Perai Tengah,Male,216.9
2016,Pulau Pinang,Seberang Perai Utara,Female,162.2
2016,Pulau Pinang,Seberang Perai Utara,Male,165.2
2016,Pulau Pinang,Timur Laut,Female,290.2
2016,Pulau Pinang,Timur Laut,Male,276.7
2016,Sabah,Beaufort,Female,38.2
2016,Sabah,Beaufort,Male,40.2
2016,Sabah,Beluran,Female,54.7
2016,Sabah,Beluran,Male,72.6
2016,Sabah,Keningau,Female,99.7
2016,Sabah,Keningau,Male,108.5
2016,Sabah,Kinabatangan,Female,80.5
2016,Sabah,Kinabatangan,Male,108.6
2016,Sabah,Kota Belud,Female,51.4
2016,Sabah,Kota Belud,Male,54.8
2016,Sabah,Kota Kinabalu,Female,263.9
2016,Sabah,Kota Kinabalu,Male,280.2
2016,Sabah,Kota Marudu,Female,37.6
2016,Sabah,Kota Marudu,Male,39.7
2016,Sabah,Kuala Penyu,Female,11.2
2016,Sabah,Kuala Penyu,Male,11.8
2016,Sabah,Kudat,Female,47.4
2016,Sabah,Kudat,Male,49.8
2016,Sabah,Kunak,Female,36.5
2016,Sabah,Kunak,Male,39.8
2016,Sabah,Lahad Datu,Female,118
2016,Sabah,Lahad Datu,Male,128.7
2016,Sabah,Nabawan,Female,17.7
2016,Sabah,Nabawan,Male,19.9
2016,Sabah,Papar,Female,74
2016,Sabah,Papar,Male,82.4
2016,Sabah,Penampang,Female,70.9
2016,Sabah,Penampang,Male,74.8
2016,Sabah,Pitas,Female,21.4
2016,Sabah,Pitas,Male,22
2016,Sabah,Putatan,Female,31.5
2016,Sabah,Putatan,Male,35.3
2016,Sabah,Ranau,Female,52.3
2016,Sabah,Ranau,Male,56.1
2016,Sabah,Sandakan,Female,226.3
2016,Sabah,Sandakan,Male,260.2
2016,Sabah,Semporna,Female,80.6
2016,Sabah,Semporna,Male,83.3
2016,Sabah,Sipitang,Female,20.8
2016,Sabah,Sipitang,Male,21.7
2016,Sabah,Tambunan,Female,20.4
2016,Sabah,Tambunan,Male,20.8
2016,Sabah,Tawau,Female,235.3
2016,Sabah,Tawau,Male,255.8
2016,Sabah,Tenom,Female,31.4
2016,Sabah,Tenom,Male,33.8
2016,Sabah,Tongod,Female,18.9
2016,Sabah,Tongod,Male,23.3
2016,Sabah,Tuaran,Female,59.3
2016,Sabah,Tuaran,Male,62.1
2016,Sarawak,Asajaya,Female,17.3
2016,Sarawak,Asajaya,Male,18.2
2016,Sarawak,Bau,Female,28.5
2016,Sarawak,Bau,Male,30.7
2016,Sarawak,Belaga,Female,16.9
2016,Sarawak,Belaga,Male,24.8
2016,Sarawak,Betong,Female,34.3
2016,Sarawak,Betong,Male,34.8
2016,Sarawak,Bintulu,Female,96.8
2016,Sarawak,Bintulu,Male,120
2016,Sarawak,Dalat,Female,11
2016,Sarawak,Dalat,Male,10.7
2016,Sarawak,Daro,Female,16.3
2016,Sarawak,Daro,Male,19
2016,Sarawak,Julau,Female,8.8
2016,Sarawak,Julau,Male,8.8
2016,Sarawak,Kanowit,Female,16.3
2016,Sarawak,Kanowit,Male,16
2016,Sarawak,Kapit,Female,31.2
2016,Sarawak,Kapit,Male,30.8
2016,Sarawak,Kuching,Female,331.8
2016,Sarawak,Kuching,Male,344.2
2016,Sarawak,Lawas,Female,20.4
2016,Sarawak,Lawas,Male,23
2016,Sarawak,Limbang,Female,26.2
2016,Sarawak,Limbang,Male,27.4
2016,Sarawak,Lubok Antu,Female,15.6
2016,Sarawak,Lubok Antu,Male,15.6
2016,Sarawak,Lundu,Female,17.6
2016,Sarawak,Lundu,Male,19.5
2016,Sarawak,Marudi,Female,33.9
2016,Sarawak,Marudi,Male,38.3
2016,Sarawak,Matu,Female,9.7
2016,Sarawak,Matu,Male,10.2
2016,Sarawak,Maradong,Female,16.6
2016,Sarawak,Maradong,Male,16.3
2016,Sarawak,Miri,Female,155
2016,Sarawak,Miri,Male,183
2016,Sarawak,Mukah,Female,21.7
2016,Sarawak,Mukah,Male,27.4
2016,Sarawak,Pakan,Female,8.3
2016,Sarawak,Pakan,Male,9
2016,Sarawak,Samarahan,Female,48.7
2016,Sarawak,Samarahan,Male,48.3
2016,Sarawak,Saratok,Female,25.5
2016,Sarawak,Saratok,Male,25.7
2016,Sarawak,Sarikei,Female,31.4
2016,Sarawak,Sarikei,Male,32.5
2016,Sarawak,Selangau,Female,12.5
2016,Sarawak,Selangau,Male,13.2
2016,Sarawak,Serian,Female,49
2016,Sarawak,Serian,Male,51.4
2016,Sarawak,Sibu,Female,131.8
2016,Sarawak,Sibu,Male,142.4
2016,Sarawak,Simunjan,Female,21.2
2016,Sarawak,Simunjan,Male,22.8
2016,Sarawak,Song,Female,11.3
2016,Sarawak,Song,Male,11.7
2016,Sarawak,Sri Aman,Female,36.2
2016,Sarawak,Sri Aman,Male,37.7
2016,Sarawak,Tatau,Female,15.9
2016,Sarawak,Tatau,Male,18.9
2016,Selangor,Gombak,Female,378.2
2016,Selangor,Gombak,Male,408.2
2016,Selangor,Klang,Female,457.7
2016,Selangor,Klang,Male,533.9
2016,Selangor,Kuala Langat,Female,123.2
2016,Selangor,Kuala Langat,Male,137.4
2016,Selangor,Kuala Selangor,Female,117
2016,Selangor,Kuala Selangor,Male,124.9
2016,Selangor,Petaling,Female,1007.9
2016,Selangor,Petaling,Male,1078
2016,Selangor,Sabak Bernam,Female,59.7
2016,Selangor,Sabak Bernam,Male,61.8
2016,Selangor,Sepang,Female,112.6
2016,Selangor,Sepang,Male,135
2016,Selangor,Ulu Langat,Female,633.6
2016,Selangor,Ulu Langat,Male,690.8
2016,Selangor,Ulu Selangor,Female,109.7
2016,Selangor,Ulu Selangor,Male,119.3
2016,Terengganu,Besut,Female,80
2016,Terengganu,Besut,Male,82.6
2016,Terengganu,Dungun,Female,86.7
2016,Terengganu,Dungun,Male,92.1
2016,Terengganu,Hulu Terengganu,Female,40.3
2016,Terengganu,Hulu Terengganu,Male,43.6
2016,Terengganu,Kemaman,Female,94.2
2016,Terengganu,Kemaman,Male,105.9
2016,Terengganu,Kuala Nerus,Female,73.4
2016,Terengganu,Kuala Nerus,Male,72.7
2016,Terengganu,Kuala Terengganu,Female,123.3
2016,Terengganu,Kuala Terengganu,Male,125.5
2016,Terengganu,Marang,Female,54.5
2016,Terengganu,Marang,Male,58.1
2016,Terengganu,Setiu,Female,31.7
2016,Terengganu,Setiu,Male,33
2016,W.P. Kuala Lumpur,,Female,890.1
2016,W.P. Kuala Lumpur,,Male,956.3
2016,W.P. Labuan,,Female,47.3
2016,W.P. Labuan,,Male,50.2
2016,W.P. Putrajaya,,Female,46.8
2016,W.P. Putrajaya,,Male,41.2
2017,Malaysia,,Female,15584.7
2017,Malaysia,,Male,16807.7
2017,Johor,Batu pahat,Female,227.4
2017,Johor,Batu pahat,Male,241.6
2017,Johor,Johor Bahru,Female,726.1
2017,Johor,Johor Bahru,Male,832.2
2017,Johor,Kluang,Female,148.7
2017,Johor,Kluang,Male,189.1
2017,Johor,Kota tinggi,Female,104.8
2017,Johor,Kota tinggi,Male,116.1
2017,Johor,Kulai,Female,130.8
2017,Johor,Kulai,Male,152.7
2017,Johor,Mersing,Female,37.9
2017,Johor,Mersing,Male,43.3
2017,Johor,Muar,Female,131.7
2017,Johor,Muar,Male,146
2017,Johor,Pontian,Female,83.4
2017,Johor,Pontian,Male,92.1
2017,Johor,Segamat,Female,104.7
2017,Johor,Segamat,Male,108.3
2017,Johor,Tangkak,Female,74
2017,Johor,Tangkak,Male,79.5
2017,Kedah,Baling,Female,75.3
2017,Kedah,Baling,Male,76.5
2017,Kedah,Bandar Baharu,Female,23.4
2017,Kedah,Bandar Baharu,Male,23.9
2017,Kedah,Kota Setar,Female,203.2
2017,Kedah,Kota Setar,Male,203.5
2017,Kedah,Kuala Muda,Female,249
2017,Kedah,Kuala Muda,Male,258.7
2017,Kedah,Kubang Pasu,Female,126.3
2017,Kedah,Kubang Pasu,Male,120.6
2017,Kedah,Kulim,Female,152.4
2017,Kedah,Kulim,Male,168.9
2017,Kedah,Langkawi,Female,50.9
2017,Kedah,Langkawi,Male,57.3
2017,Kedah,Padang Terap,Female,34.7
2017,Kedah,Padang Terap,Male,36.1
2017,Kedah,Pendang,Female,53.1
2017,Kedah,Pendang,Male,53.5
2017,Kedah,Pokok Sena,Female,26.3
2017,Kedah,Pokok Sena,Male,29.5
2017,Kedah,Sik,Female,36.6
2017,Kedah,Sik,Male,39.2
2017,Kedah,Yan,Female,38.4
2017,Kedah,Yan,Male,38.1
2017,Kelantan,Bachok,Female,79.5
2017,Kelantan,Bachok,Male,79.8
2017,Kelantan,Gua Musang,Female,50.5
2017,Kelantan,Gua Musang,Male,61
2017,Kelantan,Jeli,Female,23.8
2017,Kelantan,Jeli,Male,26
2017,Kelantan,Kota Bharu,Female,293
2017,Kelantan,Kota Bharu,Male,292.3
2017,Kelantan,Kuala Krai,Female,64.1
2017,Kelantan,Kuala Krai,Male,68.5
2017,Kelantan,Machang,Female,56.1
2017,Kelantan,Machang,Male,55.3
2017,Kelantan,Pasir Mas,Female,112.8
2017,Kelantan,Pasir Mas,Male,114.5
2017,Kelantan,Pasir Puteh,Female,69.9
2017,Kelantan,Pasir Puteh,Male,70.3
2017,Kelantan,Tanah Merah,Female,71.7
2017,Kelantan,Tanah Merah,Male,74.6
2017,Kelantan,Tumpat,Female,91.3
2017,Kelantan,Tumpat,Male,92.3
2017,Melaka,Alor Gajah,Female,101.8
2017,Melaka,Alor Gajah,Male,104.2
2017,Melaka,Jasin,Female,74.4
2017,Melaka,Jasin,Male,77.7
2017,Melaka,Melaka Tengah,Female,277.5
2017,Melaka,Melaka Tengah,Male,285.9
2017,Negeri Sembilan,Jelebu,Female,20.6
2017,Negeri Sembilan,Jelebu,Male,23.6
2017,Negeri Sembilan,Jempol,Female,61.6
2017,Negeri Sembilan,Jempol,Male,67.7
2017,Negeri Sembilan,Kuala Pilah,Female,36.8
2017,Negeri Sembilan,Kuala Pilah,Male,36.2
2017,Negeri Sembilan,Port Dickson,Female,60.2
2017,Negeri Sembilan,Port Dickson,Male,67.8
2017,Negeri Sembilan,Rembau,Female,23.3
2017,Negeri Sembilan,Rembau,Male,24.6
2017,Negeri Sembilan,Seremban,Female,294.5
2017,Negeri Sembilan,Seremban,Male,318.2
2017,Negeri Sembilan,Tampin,Female,44.2
2017,Negeri Sembilan,Tampin,Male,49.6
2017,Pahang,Bentong,Female,60.4
2017,Pahang,Bentong,Male,71.8
2017,Pahang,Bera,Female,48.6
2017,Pahang,Bera,Male,60.7
2017,Pahang,Cameron Highlands,Female,18.8
2017,Pahang,Cameron Highlands,Male,24
2017,Pahang,Jerantut,Female,46.8
2017,Pahang,Jerantut,Male,55.5
2017,Pahang,Kuantan,Female,245
2017,Pahang,Kuantan,Male,270
2017,Pahang,Lipis,Female,46.9
2017,Pahang,Lipis,Male,54
2017,Pahang,Maran,Female,62
2017,Pahang,Maran,Male,68.4
2017,Pahang,Pekan,Female,59.2
2017,Pahang,Pekan,Male,66.2
2017,Pahang,Raub,Female,50
2017,Pahang,Raub,Male,55.2
2017,Pahang,Rompin,Female,57.6
2017,Pahang,Rompin,Male,73.4
2017,Pahang,Temerloh,Female,87.6
2017,Pahang,Temerloh,Male,97.1
2017,Perak,Bagan Datuk,Female,34.2
2017,Perak,Bagan Datuk,Male,39.5
2017,Perak,Batang Padang,Female,61
2017,Perak,Batang Padang,Male,66.7
2017,Perak,Hilir Perak,Female,75.2
2017,Perak,Hilir Perak,Male,78.2
2017,Perak,Hulu Perak,Female,48.7
2017,Perak,Hulu Perak,Male,53
2017,Perak,Kampar,Female,53.5
2017,Perak,Kampar,Male,53.5
2017,Perak,Kerian,Female,96.5
2017,Perak,Kerian,Male,97.8
2017,Perak,Kinta,Female,411.5
2017,Perak,Kinta,Male,412.1
2017,Perak,Kuala Kangsar,Female,86.3
2017,Perak,Kuala Kangsar,Male,86.9
2017,Perak,Larut & Matang,Female,176.4
2017,Perak,Larut & Matang,Male,182.8
